Date,TIME,YYYY,MM,DD,HH,MIN,DOW,SEVERITY,ACCIDENT_T,ACCIDENT_D,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,RENDER,Location 1
08/11/2011 12:00:00 AM,20:35,2011,8,11,20,35,3,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.466206999999997, -2.6201414000000001)"
08/22/2011 12:00:00 AM,20:30,2011,8,22,20,30,0,Serious Injury,HO,Head On Collision,2,1,0,1,0,0,0,CYC,"(51.452615999999999, -2.6038530999999998)"
08/16/2011 12:00:00 AM,13:15,2011,8,16,13,15,1,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.459100999999997, -2.5911141999999998)"
09/06/2011 12:00:00 AM,16:20,2011,9,6,16,20,1,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.486255999999997, -2.5856181999999999)"
08/31/2011 12:00:00 AM,18:02,2011,8,31,18,2,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.483888, -2.5587583)"
09/05/2011 12:00:00 AM,08:10,2011,9,5,8,10,0,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.458829000000001, -2.6038632000000002)"
08/30/2011 12:00:00 AM,18:25,2011,8,30,18,25,1,Slight Injury,NONE,Other,2,2,0,0,0,0,0,CARS,"(51.42586, -2.5634149000000002)"
09/04/2011 12:00:00 AM,17:15,2011,9,4,17,15,6,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.457965000000002, -2.5642708000000001)"
08/24/2011 12:00:00 AM,11:05,2011,8,24,11,5,2,Slight Injury,A,Adult Pedestrian Injury,1,2,2,0,0,0,0,A,"(51.454237999999997, -2.5979451)"
07/07/2011 12:00:00 AM,15:30,2011,7,7,15,30,3,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.441654999999997, -2.5604439000000001)"
07/05/2011 12:00:00 AM,17:10,2011,7,5,17,10,1,Serious Injury,J2,Turning movement from minor road,2,1,0,1,0,1,0,CYC,"(51.471556999999997, -2.590541)"
07/08/2011 12:00:00 AM,20:30,2011,7,8,20,30,4,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.480815999999997, -2.6051329000000001)"
07/16/2011 12:00:00 AM,16:55,2011,7,16,16,55,5,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.492666, -2.6035756999999999)"
07/10/2011 12:00:00 AM,18:50,2011,7,10,18,50,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.458208999999997, -2.5677856999999999)"
07/18/2011 12:00:00 AM,18:10,2011,7,18,18,10,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.459637999999998, -2.5509198)"
07/12/2011 12:00:00 AM,11:20,2011,7,12,11,20,1,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,1,0,CARS,"(51.456826, -2.6290385000000001)"
07/08/2011 12:00:00 AM,17:40,2011,7,8,17,40,4,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.435445999999999, -2.5725384999999998)"
06/16/2011 12:00:00 AM,14:15,2011,6,16,14,15,3,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.457985000000001, -2.5713955999999998)"
06/30/2011 12:00:00 AM,14:53,2011,6,30,14,53,3,Slight Injury,NONE,Other,5,1,0,0,0,0,1,CARS,"(51.459912000000003, -2.6271521)"
06/23/2011 12:00:00 AM,05:00,2011,6,23,5,0,3,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.449537999999997, -2.6216423)"
06/25/2011 12:00:00 AM,11:23,2011,6,25,11,23,5,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.442207000000003, -2.6237153000000002)"
07/16/2011 12:00:00 AM,13:30,2011,7,16,13,30,5,Slight Injury,NT,Nose to Tail Collision,3,3,0,0,0,1,0,CARS,"(51.456083, -2.6081303)"
06/27/2011 12:00:00 AM,09:58,2011,6,27,9,58,0,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.474214000000003, -2.5470351999999998)"
06/28/2011 12:00:00 AM,17:12,2011,6,28,17,12,1,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.463835000000003, -2.6094713999999999)"
07/20/2011 12:00:00 AM,10:45,2011,7,20,10,45,2,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.480879999999999, -2.5286249999999999)"
07/04/2011 12:00:00 AM,16:58,2011,7,4,16,58,0,Slight Injury,HO,Head On Collision,2,4,0,0,0,0,0,CARS,"(51.468735000000002, -2.5497049000000001)"
06/20/2011 12:00:00 AM,20:50,2011,6,20,20,50,0,Serious Injury,LC,Loss Of Control,3,1,0,0,0,0,0,CARS,"(51.415661, -2.5659065000000001)"
07/21/2011 12:00:00 AM,08:25,2011,7,21,8,25,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.451908000000003, -2.5561227)"
07/14/2011 12:00:00 AM,23:00,2011,7,14,23,0,3,Serious Injury,NT,Nose to Tail Collision,2,1,0,1,0,0,0,CYC,"(51.448937000000001, -2.5754413999999999)"
04/20/2011 12:00:00 AM,17:15,2011,4,20,17,15,2,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,1,0,0,A,"(51.427489999999999, -2.6164668999999998)"
04/17/2011 12:00:00 AM,01:09,2011,4,17,1,9,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.489058, -2.6511152999999998)"
06/25/2011 12:00:00 AM,13:50,2011,6,25,13,50,5,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.441802000000003, -2.5782725000000002)"
06/30/2011 12:00:00 AM,08:08,2011,6,30,8,8,3,Slight Injury,J1,Turning movement from major road,3,2,0,0,0,0,0,CARS,"(51.454338999999997, -2.5261738)"
07/21/2011 12:00:00 AM,20:55,2011,7,21,20,55,3,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.474775000000001, -2.5595827999999998)"
07/05/2011 12:00:00 AM,11:20,2011,7,5,11,20,1,Serious Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.518169, -2.672428)"
07/13/2011 12:00:00 AM,18:31,2011,7,13,18,31,2,Serious Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.466745000000003, -2.522732)"
07/15/2011 12:00:00 AM,06:15,2011,7,15,6,15,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.499040999999998, -2.6651593999999998)"
07/04/2011 12:00:00 AM,15:38,2011,7,4,15,38,0,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.438558999999998, -2.5722896999999998)"
07/15/2011 12:00:00 AM,15:14,2011,7,15,15,14,4,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.466560000000001, -2.5738493)"
07/15/2011 12:00:00 AM,16:25,2011,7,15,16,25,4,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,0,MCYC,"(51.492798999999998, -2.6887489000000002)"
07/19/2011 12:00:00 AM,18:00,2011,7,19,18,0,1,Serious Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.456907000000001, -2.5309385999999998)"
07/20/2011 12:00:00 AM,17:15,2011,7,20,17,15,2,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.453107000000003, -2.6009812999999999)"
08/03/2011 12:00:00 AM,11:00,2011,8,3,11,0,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.433245999999997, -2.6094092999999998)"
07/22/2011 12:00:00 AM,16:22,2011,7,22,16,22,4,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.438138000000002, -2.5336414)"
07/20/2011 12:00:00 AM,11:00,2011,7,20,11,0,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.480027, -2.5995064000000001)"
07/21/2011 12:00:00 AM,13:22,2011,7,21,13,22,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,1,CARS,"(51.427902000000003, -2.5631955)"
08/04/2011 12:00:00 AM,10:04,2011,8,4,10,4,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.433968, -2.6124255000000001)"
07/26/2011 12:00:00 AM,08:30,2011,7,26,8,30,1,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.476855, -2.5902349999999998)"
07/23/2011 12:00:00 AM,13:30,2011,7,23,13,30,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.448028999999998, -2.6262698000000002)"
08/05/2011 12:00:00 AM,16:30,2011,8,5,16,30,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.458055000000002, -2.5606016999999999)"
07/25/2011 12:00:00 AM,12:53,2011,7,25,12,53,0,Serious Injury,J2,Turning movement from minor road,2,1,0,1,0,0,1,CYC,"(51.432237999999998, -2.5776194000000001)"
07/26/2011 12:00:00 AM,17:50,2011,7,26,17,50,1,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.43094, -2.6049769)"
08/03/2011 12:00:00 AM,18:00,2011,8,3,18,0,2,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.428190000000001, -2.5870616000000002)"
07/30/2011 12:00:00 AM,21:46,2011,7,30,21,46,5,Slight Injury,NONE,Other,1,1,0,0,0,0,1,CARS,"(51.532398999999998, -2.6700282999999998)"
07/21/2011 12:00:00 AM,08:05,2011,7,21,8,5,3,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,0,0,0,0,CARS,"(51.450606999999998, -2.6200019000000001)"
07/15/2011 12:00:00 AM,23:24,2011,7,15,23,24,4,Slight Injury,LC,Loss Of Control,1,2,0,0,0,0,0,CARS,"(51.442632000000003, -2.6233469999999999)"
07/27/2011 12:00:00 AM,11:08,2011,7,27,11,8,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.474966999999999, -2.5626951999999998)"
07/25/2011 12:00:00 AM,09:30,2011,7,25,9,30,0,Serious Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.455820000000003, -2.6255704)"
08/01/2011 12:00:00 AM,22:00,2011,8,1,22,0,0,Serious Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.446247, -2.6043590999999999)"
08/03/2011 12:00:00 AM,09:00,2011,8,3,9,0,2,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,1,0,0,MCYC,"(51.428654000000002, -2.5352855999999999)"
07/15/2011 12:00:00 AM,22:15,2011,7,15,22,15,4,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.465936999999997, -2.5906842999999999)"
08/15/2011 12:00:00 AM,12:00,2011,8,15,12,0,0,Slight Injury,PV,Public Service Vehicle Passenger Injury - No Collision,1,1,0,0,0,0,0,CARS,"(51.439176000000003, -2.5348476)"
08/01/2011 12:00:00 AM,07:50,2011,8,1,7,50,0,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.450828000000001, -2.6172993999999998)"
08/04/2011 12:00:00 AM,16:45,2011,8,4,16,45,3,Serious Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.409184000000003, -2.5774294000000002)"
08/05/2011 12:00:00 AM,14:05,2011,8,5,14,5,4,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.456772000000001, -2.585658)"
08/07/2011 12:00:00 AM,04:19,2011,8,7,4,19,6,Serious Injury,LC,Loss Of Control,1,4,0,0,0,0,0,CARS,"(51.476666000000002, -2.5991599000000001)"
07/04/2011 12:00:00 AM,09:05,2011,7,4,9,5,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.486607999999997, -2.5854499)"
07/26/2011 12:00:00 AM,08:55,2011,7,26,8,55,1,Slight Injury,A,Adult Pedestrian Injury,1,2,1,0,1,0,0,A,"(51.458866, -2.6088293999999999)"
08/11/2011 12:00:00 AM,09:50,2011,8,11,9,50,3,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.479168000000001, -2.6476191999999998)"
07/26/2011 12:00:00 AM,08:50,2011,7,26,8,50,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.446575000000003, -2.5966073999999999)"
07/28/2011 12:00:00 AM,21:37,2011,7,28,21,37,3,Slight Injury,J2,Turning movement from minor road,2,3,0,0,0,1,0,CARS,"(51.491213999999999, -2.5956058)"
07/29/2011 12:00:00 AM,11:15,2011,7,29,11,15,4,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,1,CARS,"(51.491222999999998, -2.5956058999999998)"
08/04/2011 12:00:00 AM,19:35,2011,8,4,19,35,3,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.466332000000001, -2.5799789999999998)"
07/29/2011 12:00:00 AM,17:10,2011,7,29,17,10,4,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.456867000000003, -2.5865372)"
08/11/2011 12:00:00 AM,02:15,2011,8,11,2,15,3,Slight Injury,LC,Loss Of Control,1,2,0,0,0,0,0,CARS,"(51.474220000000003, -2.5813605000000002)"
06/29/2011 12:00:00 AM,19:15,2011,6,29,19,15,2,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.509059999999998, -2.6305358999999999)"
09/08/2011 12:00:00 AM,08:10,2011,9,8,8,10,3,Slight Injury,HO,Head On Collision,2,1,0,0,0,0,0,CARS,"(51.492269999999998, -2.6572395000000002)"
10/06/2011 12:00:00 AM,15:20,2011,10,6,15,20,3,Slight Injury,HO,Head On Collision,2,1,0,1,0,0,0,CYC,"(51.478130999999998, -2.5956657000000001)"
09/16/2011 12:00:00 AM,17:49,2011,9,16,17,49,4,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.497065999999997, -2.58168)"
09/16/2011 12:00:00 AM,17:10,2011,9,16,17,10,4,Slight Injury,NT,Nose to Tail Collision,4,2,0,0,0,0,1,CARS,"(51.505267000000003, -2.6675985999999998)"
09/17/2011 12:00:00 AM,13:55,2011,9,17,13,55,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.452770999999998, -2.6121015000000001)"
10/06/2011 12:00:00 AM,18:10,2011,10,6,18,10,3,Slight Injury,NONE,Other,2,1,0,1,0,1,0,CYC,"(51.432110000000002, -2.5852417999999999)"
09/19/2011 12:00:00 AM,17:45,2011,9,19,17,45,0,Slight Injury,LC,Loss Of Control,2,1,0,0,1,0,0,MCYC,"(51.472569999999997, -2.610538)"
09/19/2011 12:00:00 AM,08:40,2011,9,19,8,40,0,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.420516999999997, -2.5713308000000001)"
10/08/2011 12:00:00 AM,13:20,2011,10,8,13,20,5,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.512931000000002, -2.6195222)"
06/09/2011 12:00:00 AM,08:35,2011,6,9,8,35,3,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.474770999999997, -2.5452995999999999)"
07/05/2011 12:00:00 AM,13:00,2011,7,5,13,0,1,Serious Injury,NONE,Other,2,1,0,0,1,0,0,MCYC,"(51.464661, -2.6097415000000002)"
07/24/2011 12:00:00 AM,13:06,2011,7,24,13,6,6,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.456207999999997, -2.5264975999999999)"
06/26/2011 12:00:00 AM,16:02,2011,6,26,16,2,6,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,1,0,CARS,"(51.466214999999998, -2.5744064)"
07/16/2011 12:00:00 AM,07:25,2011,7,16,7,25,5,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.449739999999998, -2.6224940999999999)"
07/15/2011 12:00:00 AM,08:10,2011,7,15,8,10,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.491962000000001, -2.5357102)"
07/08/2011 12:00:00 AM,13:15,2011,7,8,13,15,4,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,1,CARS,"(51.487890999999998, -2.6745315999999999)"
07/10/2011 12:00:00 AM,00:30,2011,7,10,0,30,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.472808000000001, -2.526084)"
07/14/2011 12:00:00 AM,10:46,2011,7,14,10,46,3,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,1,0,CARS,"(51.460985999999998, -2.5297193)"
07/17/2011 12:00:00 AM,16:15,2011,7,17,16,15,6,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.412139000000003, -2.5689400999999998)"
06/22/2011 12:00:00 AM,07:39,2011,6,22,7,39,2,Slight Injury,LC,Loss Of Control,2,1,0,0,0,0,0,CARS,"(51.533389, -2.6713836)"
07/23/2011 12:00:00 AM,14:49,2011,7,23,14,49,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.439891000000003, -2.6007646000000002)"
07/16/2011 12:00:00 AM,15:10,2011,7,16,15,10,5,Serious Injury,C,Child Pedestrian Injury,2,2,2,0,0,2,0,C,"(51.430821000000002, -2.5622101000000002)"
06/27/2011 12:00:00 AM,14:20,2011,6,27,14,20,0,Slight Injury,LC,Loss Of Control,2,2,0,0,0,0,0,CARS,"(51.492234000000003, -2.6571958000000002)"
07/14/2011 12:00:00 AM,09:00,2011,7,14,9,0,3,Serious Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.405236000000002, -2.6060463999999999)"
07/04/2011 12:00:00 AM,17:02,2011,7,4,17,2,0,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.404142, -2.6277400000000002)"
07/27/2011 12:00:00 AM,18:45,2011,7,27,18,45,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.425547999999999, -2.6044885999999998)"
07/28/2011 12:00:00 AM,13:15,2011,7,28,13,15,3,Slight Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.498868999999999, -2.6947180999999998)"
07/27/2011 12:00:00 AM,17:30,2011,7,27,17,30,2,Slight Injury,NONE,Other,2,1,0,1,0,0,1,CYC,"(51.470441999999998, -2.5631002999999999)"
07/19/2011 12:00:00 AM,08:45,2011,7,19,8,45,1,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,1,CARS,"(51.481489000000003, -2.5150812)"
07/29/2011 12:00:00 AM,22:35,2011,7,29,22,35,4,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.463045999999999, -2.5898553)"
07/02/2011 12:00:00 AM,13:34,2011,7,2,13,34,5,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.466251, -2.5762927000000002)"
07/04/2011 12:00:00 AM,19:45,2011,7,4,19,45,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,1,0,CYC,"(51.411659, -2.6193884000000001)"
07/06/2011 12:00:00 AM,09:10,2011,7,6,9,10,2,Serious Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.493138999999999, -2.5847845999999999)"
07/08/2011 12:00:00 AM,17:15,2011,7,8,17,15,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.469110999999998, -2.5978083999999999)"
10/13/2011 12:00:00 AM,15:45,2011,10,13,15,45,3,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.418962999999998, -2.6154318000000001)"
10/20/2011 12:00:00 AM,14:40,2011,10,20,14,40,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,1,CARS,"(51.466810000000002, -2.5797547000000001)"
10/15/2011 12:00:00 AM,08:45,2011,10,15,8,45,5,Slight Injury,LC,Loss Of Control,4,1,0,0,0,0,0,CARS,"(51.465341000000002, -2.5711420999999999)"
10/11/2011 12:00:00 AM,17:15,2011,10,11,17,15,1,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.481684999999999, -2.5215348)"
10/12/2011 12:00:00 AM,10:29,2011,10,12,10,29,2,Slight Injury,J2,Turning movement from minor road,3,2,0,0,0,0,0,CARS,"(51.457735999999997, -2.5520195000000001)"
10/07/2011 12:00:00 AM,15:45,2011,10,7,15,45,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.485197999999997, -2.5795846999999998)"
10/07/2011 12:00:00 AM,18:55,2011,10,7,18,55,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.425010999999998, -2.5933636)"
10/21/2011 12:00:00 AM,10:45,2011,10,21,10,45,4,Slight Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.488897000000001, -2.6747337)"
10/20/2011 12:00:00 AM,18:05,2011,10,20,18,5,3,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.453861000000003, -2.5977242999999999)"
10/23/2011 12:00:00 AM,18:00,2011,10,23,18,0,6,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,1,CARS,"(51.501159999999999, -2.5918456999999999)"
10/19/2011 12:00:00 AM,15:05,2011,10,19,15,5,2,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.490557000000003, -2.6754495)"
10/19/2011 12:00:00 AM,12:50,2011,10,19,12,50,2,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.445124999999997, -2.5680551)"
10/19/2011 12:00:00 AM,23:20,2011,10,19,23,20,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.455652999999998, -2.6213799999999998)"
10/09/2011 12:00:00 AM,19:09,2011,10,9,19,9,6,Slight Injury,LC,Loss Of Control,2,1,0,0,0,0,0,CARS,"(51.491124999999997, -2.5955469999999998)"
10/15/2011 12:00:00 AM,09:20,2011,10,15,9,20,5,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.412463000000002, -2.5481091999999999)"
10/16/2011 12:00:00 AM,12:01,2011,10,16,12,1,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.411248999999998, -2.5539467)"
10/24/2011 12:00:00 AM,19:20,2011,10,24,19,20,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.465280999999997, -2.5833917999999998)"
10/18/2011 12:00:00 AM,08:44,2011,10,18,8,44,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.422201999999999, -2.5537339999999999)"
09/23/2011 12:00:00 AM,11:17,2011,9,23,11,17,4,Serious Injury,E,Elderly Pedestrian Injury,2,1,1,0,0,0,1,E,"(51.434601999999998, -2.5667879999999998)"
10/09/2011 12:00:00 AM,22:20,2011,10,9,22,20,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.429383000000001, -2.5840131)"
10/25/2011 12:00:00 AM,21:20,2011,10,25,21,20,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.466304999999998, -2.5799642999999999)"
10/12/2011 12:00:00 AM,14:24,2011,10,12,14,24,2,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.459054000000002, -2.5771663)"
10/10/2011 12:00:00 AM,17:50,2011,10,10,17,50,0,Slight Injury,HO,Head On Collision,2,1,0,0,1,0,0,MCYC,"(51.502046999999997, -2.6047946)"
10/13/2011 12:00:00 AM,19:00,2011,10,13,19,0,3,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.488503000000001, -2.5822911999999998)"
10/31/2011 12:00:00 AM,10:07,2011,10,31,10,7,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.472389, -2.5914731)"
12/02/2011 12:00:00 AM,13:10,2011,12,2,13,10,4,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,1,0,0,0,CYC,"(51.481054999999998, -2.5882443999999998)"
10/31/2011 12:00:00 AM,13:20,2011,10,31,13,20,0,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.434370999999999, -2.6143442000000001)"
11/16/2011 12:00:00 AM,16:00,2011,11,16,16,0,2,Serious Injury,PV,Public Service Vehicle Passenger Injury - No Collision,1,1,0,0,0,0,0,CARS,"(51.457054999999997, -2.5938656)"
11/28/2011 12:00:00 AM,09:58,2011,11,28,9,58,0,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.459842999999999, -2.5936283000000002)"
11/06/2011 12:00:00 AM,15:30,2011,11,6,15,30,6,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.496445000000001, -2.6894809)"
11/18/2011 12:00:00 AM,17:55,2011,11,18,17,55,4,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.479745000000001, -2.589394)"
10/05/2011 12:00:00 AM,19:20,2011,10,5,19,20,2,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,1,CARS,"(51.495297000000001, -2.6214580999999999)"
10/25/2011 12:00:00 AM,16:00,2011,10,25,16,0,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.441901999999999, -2.6236679999999999)"
10/27/2011 12:00:00 AM,17:20,2011,10,27,17,20,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.467835000000001, -2.5796093999999998)"
10/31/2011 12:00:00 AM,15:30,2011,10,31,15,30,0,Slight Injury,HO,Head On Collision,2,1,0,0,0,0,0,CARS,"(51.417175999999998, -2.5630348000000001)"
10/28/2011 12:00:00 AM,09:35,2011,10,28,9,35,4,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.486927000000001, -2.6558951999999998)"
10/28/2011 12:00:00 AM,11:15,2011,10,28,11,15,4,Fatal Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.500033000000002, -2.6645832)"
10/27/2011 12:00:00 AM,16:00,2011,10,27,16,0,3,Slight Injury,NONE,Other,2,2,0,0,0,0,1,CARS,"(51.433211999999997, -2.6106891000000001)"
10/13/2011 12:00:00 AM,15:05,2011,10,13,15,5,3,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.463695999999999, -2.5837745999999999)"
10/14/2011 12:00:00 AM,17:48,2011,10,14,17,48,4,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,0,CARS,"(51.415115999999998, -2.5941700999999999)"
10/17/2011 12:00:00 AM,21:40,2011,10,17,21,40,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.462660999999997, -2.6088510999999999)"
